idx,brute,bin,freq
1593,1593,18,13
1594,1594,17,10
1595,1595,10,13
1596,1596,16,12
1597,1597,15,9
1598,1598,17,13
1599,1599,14,12
1600,1600,17,11
1601,1601,16,14
1602,1602,18,13
1603,1603,13,4
1604,1604,17,11
1605,1605,16,10
1606,1606,18,12
1607,1607,15,9
1608,1608,18,12
1609,1609,17,11
1610,1610,19,8
1611,1611,12,12
1612,1612,17,11
1613,1613,16,13
1614,1614,18,10
1615,1615,15,13
1616,1616,18,12
1617,1617,17,7
1618,1618,19,12
1619,1619,14,11
1620,1620,18,13
1621,1621,17,10
1622,1622,19,13
1623,1623,16,12
1624,1624,19,9
1625,1625,18,13
1626,1626,7,12
1627,1627,15,11
1628,1628,14,14
1629,1629,16,13
1630,1630,13,6
1631,1631,16,12
1632,1632,15,11
1633,1633,17,13
1634,1634,12,10
1635,1635,16,13
1636,1636,15,12
1637,1637,17,9
1638,1638,14,13
1639,1639,17,12
1640,1640,16,14
1641,1641,18,11
1642,1642,11,14
1643,1643,16,13
1644,1644,15,8
1645,1645,17,13
1646,1646,14,12
1647,1647,17,14
1648,1648,16,11
1649,1649,18,14
1650,1650,13,13
1651,1651,17,10
1652,1652,16,14
1653,1653,18,13
1654,1654,15,12
1655,1655,18,15
1656,1656,17,14
1657,1657,19,3
1658,1658,10,11
1659,1659,16,10
1660,1660,15,12
1661,1661,17,9
1662,1662,14,12
1663,1663,17,11
1664,1664,16,8
1665,1665,18,12
1666,1666,13,11
1667,1667,17,13
1668,1668,16,10
1669,1669,18,13
1670,1670,15,12
1671,1671,18,7
1672,1672,17,12
1673,1673,19,11
1674,1674,12,13
1675,1675,17,10
1676,1676,16,13
1677,1677,18,12
1678,1678,15,9
1679,1679,18,13
1680,1680,17,12
1681,1681,19,11
1682,1682,14,14
1683,1683,18,13
1684,1684,17,6
1685,1685,19,12
1686,1686,16,11
1687,1687,19,13
1688,1688,18,10
1689,1689,9,13
1690,1690,16,12
1691,1691,15,9
1692,1692,17,13
1693,1693,14,12
1694,1694,17,14
1695,1695,16,11
1696,1696,18,14
1697,1697,13,13
1698,1698,17,8
1699,1699,16,13
1700,1700,18,12
1701,1701,15,14
1702,1702,18,11
1703,1703,17,14
1704,1704,19,13
1705,1705,12,10
1706,1706,17,14
1707,1707,16,13
1708,1708,18,12
1709,1709,15,15
1710,1710,18,14
1711,1711,17,5
1712,1712,19,12
1713,1713,14,11
1714,1714,18,13
1715,1715,17,10
1716,1716,19,13
1717,1717,16,12
1718,1718,19,9
1719,1719,18,13
1720,1720,11,12
1721,1721,17,14
1722,1722,16,11
1723,1723,18,14
1724,1724,15,13
1725,1725,18,8
1726,1726,17,13
1727,1727,19,12
1728,1728,14,14
1729,1729,18,11
1730,1730,17,14
1731,1731,19,13
1732,1732,16,10
1733,1733,19,14
1734,1734,18,13
1735,1735,20,12
1736,1736,13,15
1737,1737,18,14
1738,1738,17,7
1739,1739,19,13
1740,1740,16,12
1741,1741,19,14
1742,1742,18,11
1743,1743,20,14
1744,1744,15,13
1745,1745,19,10
1746,1746,18,14
1747,1747,20,13
1748,1748,17,15
1749,1749,20,12
1750,1750,19,15
1751,1751,6,14
1752,1752,15,9
1753,1753,14,14
1754,1754,16,13
1755,1755,13,15
1756,1756,16,12
1757,1757,15,15
1758,1758,17,14
1759,1759,12,11
1760,1760,16,15
1761,1761,15,14
1762,1762,17,13
1763,1763,14,16
1764,1764,17,15
1765,1765,16,21
1766,1766,18,20
1767,1767,11,22
1768,1768,16,19
1769,1769,15,22
1770,1770,17,21
1771,1771,14,23
1772,1772,17,18
1773,1773,16,22
1774,1774,18,21
1775,1775,13,23
1776,1776,17,20
1777,1777,16,23
1778,1778,18,22
1779,1779,15,17
1780,1780,18,22
1781,1781,17,21
1782,1782,19,23
1783,1783,10,20
1784,1784,16,23
1785,1785,15,22
1786,1786,17,19
1787,1787,14,23
1788,1788,17,22
1789,1789,16,24
1790,1790,18,21
1791,1791,13,24
1792,1792,17,23
1793,1793,16,16
1794,1794,18,22
1795,1795,15,21
1796,1796,18,23
1797,1797,17,20
1798,1798,19,23
1799,1799,12,22
1800,1800,17,19
1801,1801,16,23
1802,1802,18,22
1803,1803,15,24
1804,1804,18,21
1805,1805,17,24
1806,1806,19,23
1807,1807,14,18
1808,1808,18,23
1809,1809,17,22
1810,1810,19,24
1811,1811,16,21
1812,1812,19,24
1813,1813,18,23
1814,1814,9,20
1815,1815,16,24
1816,1816,15,23
1817,1817,17,25
1818,1818,14,22
1819,1819,17,25
1820,1820,16,24
1821,1821,18,26
1822,1822,13,25
1823,1823,17,24
1824,1824,16,26
1825,1825,18,23
1826,1826,15,26
1827,1827,18,25
1828,1828,17,27
1829,1829,19,22
1830,1830,12,27
1831,1831,17,26
1832,1832,16,25
1833,1833,18,27
1834,1834,15,24
1835,1835,18,27
1836,1836,17,26
1837,1837,19,28
1838,1838,14,27
1839,1839,18,26
1840,1840,17,25
1841,1841,19,27
1842,1842,16,24
1843,1843,19,27
1844,1844,18,26
1845,1845,11,28
1846,1846,17,23
1847,1847,16,28
1848,1848,18,27
1849,1849,15,26
1850,1850,18,28
1851,1851,17,25
1852,1852,19,28
1853,1853,14,27
1854,1854,18,29
1855,1855,17,15
1856,1856,19,14
1857,1857,16,16
1858,1858,19,13
1859,1859,18,16
1860,1860,20,15
1861,1861,13,17
1862,1862,18,12
1863,1863,17,16
1864,1864,19,15
1865,1865,16,17
1866,1866,19,14
1867,1867,18,17
1868,1868,20,16
1869,1869,15,18
1870,1870,19,11
1871,1871,18,16
1872,1872,20,15
1873,1873,17,17
1874,1874,20,14
1875,1875,19,17
1876,1876,8,16
1877,1877,16,18
1878,1878,15,13
1879,1879,17,17
1880,1880,14,16
1881,1881,17,18
1882,1882,16,15
1883,1883,18,18
1884,1884,13,17
1885,1885,17,19
1886,1886,16,10
1887,1887,18,16
1888,1888,15,15
1889,1889,18,17
1890,1890,17,14
1891,1891,19,17
1892,1892,12,16
1893,1893,17,18
1894,1894,16,13
1895,1895,18,17
1896,1896,15,16
1897,1897,18,18
1898,1898,17,15
1899,1899,19,18
1900,1900,14,17
1901,1901,18,19
1902,1902,17,12
1903,1903,19,17
1904,1904,16,16
1905,1905,19,18
1906,1906,18,15
1907,1907,20,18
1908,1908,11,17
1909,1909,17,19
1910,1910,16,14
1911,1911,18,18
1912,1912,15,17
1913,1913,18,19
1914,1914,17,16
1915,1915,19,19
1916,1916,14,18
1917,1917,18,20
1918,1918,17,9
1919,1919,19,16
1920,1920,16,15
1921,1921,19,17
1922,1922,18,14
1923,1923,20,17
1924,1924,13,16
1925,1925,18,18
1926,1926,17,13
1927,1927,19,17
1928,1928,16,16
1929,1929,19,18
1930,1930,18,15
1931,1931,20,18
1932,1932,15,17
1933,1933,19,19
1934,1934,18,12
1935,1935,20,17
1936,1936,17,16
1937,1937,20,18
1938,1938,19,15
1939,1939,10,18
1940,1940,17,17
1941,1941,16,19
1942,1942,18,14
1943,1943,15,18
1944,1944,18,17
1945,1945,17,19
1946,1946,19,16
1947,1947,14,19
1948,1948,18,18
1949,1949,17,20
1950,1950,19,11
1951,1951,16,17
1952,1952,19,16
1953,1953,18,18
1954,1954,20,15
1955,1955,13,18
1956,1956,18,17
1957,1957,17,19
1958,1958,19,14
1959,1959,16,18
1960,1960,19,17
1961,1961,18,19
1962,1962,20,16
1963,1963,15,19
1964,1964,19,18
1965,1965,18,20
1966,1966,20,13
1967,1967,17,18
1968,1968,20,17
1969,1969,19,19
1970,1970,12,16
1971,1971,18,19
1972,1972,17,18
1973,1973,19,20
1974,1974,16,15
1975,1975,19,19
1976,1976,18,18
1977,1977,20,20
1978,1978,15,17
1979,1979,19,20
1980,1980,18,19
1981,1981,20,27
1982,1982,17,26
1983,1983,20,28
1984,1984,19,25
1985,1985,21,28
1986,1986,14,27
1987,1987,19,29
1988,1988,18,27
1989,1989,20,26
1990,1990,17,28
1991,1991,20,25
1992,1992,19,28
1993,1993,21,27
1994,1994,16,24
1995,1995,20,28
1996,1996,19,27
1997,1997,21,29
1998,1998,18,26
1999,1999,21,29
2000,2000,20,28
